Using CUDA
Loss: tensor(0.6931, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.3959, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.3811, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.3656, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.3531, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.3400, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.3272, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.3146, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.3078, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2963, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2844, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2674, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2600, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2571, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2510, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2368, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2314, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2285, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2160, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2145, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2104, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.2021, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1891, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1952, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1857, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1892, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1833, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1749, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1704, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1687, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1701, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1600, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1596, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1579, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1545, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1464, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1516, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1464, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1452, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1390, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1435, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1346, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1370, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1307, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1341, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1336, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1302, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1334, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1327, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1368, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1337, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1300, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1230, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1174, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1198, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1190, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1166, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1238, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1219, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1204, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1224, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1155, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1185, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1156, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1140, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1141, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1174, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1126, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1138, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1117, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1076, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)/home/charles/yuning/DGI/utils/process.py:183: RuntimeWarning: divide by zero encountered in power
  r_inv = np.power(rowsum, -1).flatten()

Loss: tensor(0.1102, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1081, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1149, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1098, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1091, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1100, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1054, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1112, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1142, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1083, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1203, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1045, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1016, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1187, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1044, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1138, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1027, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1069, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1016, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0989, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1021, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0877, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1128, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0979, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1072, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1035, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0972, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1000, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0964, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1039, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0917, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0997, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0988, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0958, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0947, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0990, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.1012, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0974, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0927, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0932, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0942, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Loss: tensor(0.0955, device='cuda:0', grad_fn=<BinaryCrossEntropyWithLogitsBackward>)
Early stopping!
Loading 117th epoch
tensor(0.7260, device='cuda:0')
tensor(0.7260, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7260, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7260, device='cuda:0')
tensor(0.7280, device='cuda:0')
tensor(0.7270, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7270, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7260, device='cuda:0')
tensor(0.7300, device='cuda:0')
tensor(0.7280, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7270, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7260, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7230, device='cuda:0')
tensor(0.7270, device='cuda:0')
tensor(0.7270, device='cuda:0')
tensor(0.7260, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7230, device='cuda:0')
tensor(0.7280, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7270, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7260, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7260, device='cuda:0')
tensor(0.7270, device='cuda:0')
tensor(0.7270, device='cuda:0')
tensor(0.7270, device='cuda:0')
tensor(0.7260, device='cuda:0')
tensor(0.7240, device='cuda:0')
tensor(0.7250, device='cuda:0')
tensor(0.7230, device='cuda:0')
tensor(0.7280, device='cuda:0')
Average accuracy: tensor([0.7255], device='cuda:0')
tensor(72.5540, device='cuda:0')
tensor(0.1541, device='cuda:0')
